OBJECTID,HWMID,HWM_TYPE,WTSHUNIT,WTSHNAME,UNIT_NO,CHAN_NAME,ROAD_NAME,STAGEGAGE,BM_NO,BM_DESC,BM_ELEV,ADJUST,SE10YR,SE50YR,SE100YR,SE500YR,LEGACY,FLD_DATE,CHK_DATE,BM_COND,HWM_ELEV,DISCLAIM,HWM_LOC,HWM_DESC,HWM_CONF,COMMENT,TEAM_MEM,PARTY_CHIEF,SRVY_CO,SRVY_DATE,POINT_X,POINT_Y,STATUS,SENSOR_PEAK_ELEV,TOP_PIPE_ELEV,HWI_ELEV,FINAL_HWM,GlobalID,CreationDate,Creator,EditDate,Editor,Water_Level_Change,HWM_VERIF,BMELEV_HISTORICAL,CSG_ELEVATION
1056,K-0018,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,BARKER CYPRESS,,110148,"Floodplain Reference Mark Number 110148 is a brass disk stamped WEISSER BM-29 at Barker Cypress Road and Cypress Creek located on the downstream side of the bridge at the stream centerline in Key Map 367 G in the Cypress Creek Watershed (K100-00-00). ELEV. 144.00 Feet NAVD 1988, 2001 Adjusted.",144,-2.4,137.5,139,139.8,141.1,0,2016-04-18 5:00,2016-04-21 16:50,,138.9,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Found discolored mark on the D/S side near headwall,RH/GM,,,2016-04-21 5:00,-95.67320083,29.96260556,Unassigned,,,,,{1485E5A4-E2DA-4B4B-8437-70E4788F24E9},,,,,5.1,,,
1057,K-0019,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,U.S. 290,1175,110145,"Floodplain Reference Mark Number 110145 is a
BRASS DISK Stamped WEISSER BM28 on bridge at
HWY 290 service road westbound and Cypress Creek
located on east side of bridge, at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 147.52 Feet NAVD 1988, 2001 Adjusted.",147.5184863,-1,138.2,139.9,140.8,142.3,0,2016-04-18 5:00,2016-04-21 15:00,,141.7,,,,,Found debris on top of vegitation near HWI pipe,RH/GM,,,2016-04-21 5:00,-95.67830851,29.95647623,Unassigned,,149.12,,,{281DEBC4-B3AE-4AED-8B4E-50D054AF2D4F},,,,,5.8184863,,,
1058,K-0020,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,HOUSE HAHL ROAD,,110160R,"Floodplain Reference Mark Number 110160R is an ALUM DISC stamped 110160R in the southeast corner of bridge on House Hall Road over Cypres Creek in the Cypress Creek Watershed near stream K100-00-00 ELEV. 153.16 Feet NAVD 1988, 2001 Adjusted.",153.16,-1,145.6,146.7,147.3,148.9,0,2016-04-18 5:00,2016-04-22 23:00,,148.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"No HCFCD BM, USGS BM used",Alan J.,,,2016-04-22 5:00,-95.71776652,29.95918386,Unassigned,,,,,{EDC15FA4-2C43-42E8-9F69-30725EA84AAC},,,,,4.76,,,
1059,K-0024,BRIDGE,K,CYPRESS CREEK,K111-00-00,TURKEY CREEK,K111 @ FM 1960,,110298,"Floodplain Reference Mark Number 110298 is a brass disk stamped RM 110298 EST 2005 at FM 1960 and Turkey Creek located on the downstream side of the bridge (west bound lanes) at the west end bridge abutment (NW corner) in Key Map 333 R in the Cypress Creek Watershed (K111-00-00). ELEV. 81.53 Feet NAVD 1988, 2001 Adjusted.",81.53,-1.4,72,74.9,78,85,0,2016-04-18 5:00,2016-04-25 17:15,,76.1,,,,,,"Tim Hayes, Mark Moore",Tim Hayes,,2016-04-25 5:00,-95.36161308,30.01704139,Unassigned,,,,,{2FA9CD99-8FC9-4206-8490-5FEBED91844C},,,,,5.43,,,
1060,K-0025,BRIDGE,K,CYPRESS CREEK,K133-00-00,DRY GULLY,K133 @ CYPRESSWOOD,,110545,"Floodplain Reference Mark Number 110545 is a
BRASS DISK Stamped K133 BM01 on bridge at
Cypresswood Rd. and Dry Gully located on downstream
concrete walk, on south side of eastbound road, at centerline of creek
in the Cypress Watershed near stream K133-00-00
ELEV. 108.36 Feet NAVD 1988, 2001 Adjusted.",108.3594111,-1.5,108.9,112.2,113.9,117.3,0,2016-04-18 5:00,2016-04-25 19:30,,110.8,,,,,Silt line on D/S and debris line of U/S of bridge,"Tim Hayes, Mark Moore",Tim Hayes,,2016-04-25 5:00,-95.52972463,30.00339111,Unassigned,,,,,{CA23F369-E446-4C0A-98EF-3DE9940893BB},,,,,2.4405889,,,
1061,K-0026,BRIDGE,K,CYPRESS CREEK,K142-00-00,FAULKEY GULLY,K142 @ JONES RD,,110614,"Floodplain Reference Mark Number 110614 is a brass disk stamped WEISSER BM-33 at Jones Road and Faulkey Gully located on the downstream side of the north bound lanes of the road at the stream centerline in Key Map 329 X in the Cypress Creek Watershed (K142-00-00). ELEV. 121.74 Feet NAVD 1988, 2001 Adjusted.",121.74,-2.3,118.9,122.6,124,128.1,0,2016-04-18 5:00,2016-04-25 20:15,,123.7,,,,,,"Tim Hayes, Mark Moore",Tim Hayes,,2016-04-25 5:00,-95.58799848,29.98837776,Unassigned,,,,,{02B218B5-0F03-4B40-8E40-9773A33AA5E2},,,,,1.96,,,
1062,K-0027,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,TC JESTER,,110073,"Floodplain Reference Mark Number 110073 is an ALUM DISC stamped 110073 in the concrete sidewalk on the northeast corner of the bridge in the Cypress Creek Watershed near stream K100-00-00 ELEV. 113.46 Feet NAVD 1988, 2001 Adjusted.",113.46,0,0,0,0,0,0,2016-04-18 5:00,2016-05-24 5:00,,105.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line wrapped around tree stump on d/s NW side of channel,"J. Justice, J Lindner",J. Justice,,2016-05-24 5:00,-95.49511454,30.01607206,Unassigned,,,,,{D963E486-2534-4754-AFAB-3D4AF73D1B34},,,,,8.06,,,
1063,K-0031,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,FRY RD,,110155,"

Floodplain Reference Mark Number 110155 is a
BRASS DISK Stamped 110155 on bridge at
Fry Rd and Cypress Creek located on concrete walk,
on SW corner of southbound bridge, south of stream centerline
in KeyMap 366M in the Cypress Watershed near stream K100-00-00
ELEV. 150.2 Feet NAVD 1988, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",150.200436,,142.78,143.75,144.31,145.82,0,2016-04-18 5:00,2016-04-23 5:00,,145.1131,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Justice, Lindner",Justice,,2016-04-23 5:00,-95.70317482,29.95452538,Unassigned,,,,,{6ABBC73C-3AD4-441A-B776-FC3117570EE4},,,,,5.087336,,,
1064,K-0032,OVERFLOW,K,CYPRESS CREEK,,,FM 529 @ FM 2855,,,,,,,,,,0,2016-04-18 5:00,2016-04-27 5:00,,177.9287,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,N/A used gps to adj. to closest bm,"Justice, Lindner",Justice,,2016-04-27 5:00,-95.88937949,29.87530859,Unassigned,,,,,{8EA6824F-EAF3-4ADC-B9BE-3F4DA2E28693},,,,,,,,
1065,K-0033,OVERFLOW,K,CYPRESS CREEK,,,FM 529 @ PITTS RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,166.6441,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,HWM on chain link fence at power sub station N of FM 529 and w of Katy Hockley,"Lindner, Justice, Green, St. Romaine",Justice,,2016-04-23 5:00,-95.84105799,29.87483582,Unassigned,,,,,{A0F857B8-16CD-45B7-B378-BC99BB52E01E},,,,,,,,
1066,K-0034,OVERFLOW,K,CYPRESS CREEK,,,FM 529 @ KATY HOCKLEY RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,160.2817,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Justice, Lindner, Green, St Romaine",Justice,,2016-04-23 5:00,-95.82370368,29.8746893,Unassigned,,,,,{9AF7044A-C976-45A3-96D7-329A3346F40F},,,,,,,,
1067,K-0035,OVERFLOW,K,CYPRESS CREEK,,,FM 529 @ PORTER RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,154.6534,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,debris line along n side FM 529 @ Porter Rd,"Lindner, Justice, Green, St Romaine",Justice,,2016-04-23 5:00,-95.79049901,29.8751126,Unassigned,,,,,{10DF2ABB-8B30-44AE-8EF3-0F5C81E3E374},,,,,,,,
1068,K-0036,OVERFLOW,K,CYPRESS CREEK,,,LONGENBAUGH RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,168.8339,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris mark on fence south side of Longenbaugh Rd east of Katy Hockley Rd,"Lindner, Justice, St. Romaine, Green",Justice,,2016-04-23 5:00,-95.84187818,29.88913051,Unassigned,,,,,{0701E063-99F6-4B2C-9644-2A2A9A158B3E},,,,,,,,
1069,K-0037,OVERFLOW,K,CYPRESS CREEK,,,LONGENBAUGH RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 16:00,,159.2756,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,HWM on barb wire fence on E side of Katy Hockley Rd,"Lindner, Justice, Green, St. Romaine",Justice,,2016-04-23 5:00,-95.79908603,29.88943921,Unassigned,,,,,{A92BEE55-D006-499C-AC17-C16972542DA5},,,,,,,,
1070,K-0040,OVERFLOW,K,CYPRESS CREEK,,,HEBERT RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-27 5:00,,173.8394,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,N/A used gps to adj to closest monument,"Justice, Lindner",Justice,,2016-04-23 5:00,-95.87873263,29.91995883,Unassigned,,,,,{5133FAE2-5857-4A18-970F-497D2334E177},,,,,,,,
1071,K-0041,OVERFLOW,K,CYPRESS CREEK,,,SHARP RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-27 5:00,,169.7067,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Justice, Lindner",Justice,,2016-04-03 5:00,-95.85312244,29.91971362,Unassigned,,,,,{7B9E56E4-81EC-4747-9C10-E3C396953E39},,,,,,,,
1072,K-0042,OVERFLOW,K,CYPRESS CREEK,,,SHARP RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,168.7966,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,High water mark on fence at 26239 Sharp,"Lindner, Justice, Green, St. Romaine",Justice,,2016-04-23 5:00,-95.833641,29.920889,Unassigned,,,,,{910D0C70-4CC4-4106-BAA9-73BE5DFDDD8B},,,,,,,,
1073,K-0043,OVERFLOW,K,CYPRESS CREEK,,,HOUSE HAHL RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,160.2807,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,used GPS to an adj. to closest monument,"Linder, Justice, Green, St. Romane",Justice,,2016-04-23 5:00,-95.78671184,29.92879061,Unassigned,,,,,{72F03804-B944-41E0-9373-221E90FD3995},,,,,,,,
1074,K-0044,OVERFLOW,K,CYPRESS CREEK,,,HOUSE HAHL RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,158.3398,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Justice, Lindner, Green, St. Romaine",Justice,,2016-04-23 5:00,-95.77453555,29.92892746,Unassigned,,,,,{D9021817-2165-4DC7-A312-4A1F0023E030},,,,,,,,
1075,K-0045,OVERFLOW,K,CYPRESS CREEK,,,HOUSE HAHL RD,,,,,,,,,,0,2016-04-18 5:00,2016-04-23 5:00,,158.5802,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Justice, Lindner, Green, St. Romaine",Justice,,2016-04-23 5:00,-95.77456453,29.93348811,Unassigned,,,,,{A0597F7A-652B-42C5-9AA7-C0446CD9763A},,,,,,,,
1076,K-0046,OVERFLOW,K,CYPRESS CREEK,,,HOUSE HAHL RD,,,,,,,,,,0,2016-04-18 5:00,,,157.3939,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,,,,,-95.76617631,29.93329436,Unassigned,,,,,{24A3C182-2194-409D-8921-588480014F9E},,,,,,,,
1077,L-0002,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,SPRING CYPRESS,,110956,"Floodplain Reference Mark Number 110955 is a
BRASS DISK Stamped WEISSER BM30 on bridge at
Spring Cypress and Little Cypress Creek located on
shoulder, on east side of bridge, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 145.2 Feet NAVD 1988, 2001 Adjusted.",145.2036615,-1.4,140.8,142.9,143.8,145.7,0,2016-04-18 5:00,2016-04-22 17:30,,145.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Photos Attached,"Alan J, Jacob",,,2016-04-22 5:00,-95.65380506,29.9884845,Unassigned,,,,,{454752B4-A063-4DD3-A7E7-2965377FE87A},,,,,0.0036615,,,
1078,L-0004,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,MUESCHKE,,110980R,"Floodplain Reference Mark Number 110980R is a 
ALUM DISK Stamped 110980R on bridge at 
Mueschke Road at Little Cypress Creek, on downstream, north end of northbound lane,
in KeyMap 326L in the Cypress Watershed on stream L100-00-00
ELEV. 173.03 Feet NAVD 1988, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",173.03,-1.1,166.3,167.3,167.8,169.1,0,2016-04-18 5:00,2016-04-22 16:15,,172.2,High Water Elevation of 170.18 is listed in report,,,,Photos Attached,"Alan J, Jacob",,,2016-04-22 5:00,-95.72497131,30.02205209,Unassigned,,,,,{42308DB4-44CE-4857-8593-965A62DDCA81},,,,,0.83,,,
1079,L-0005,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,BAUER,,111010R,"Floodplain Reference Mark Number 111010R is a 
ALUM DISK Stamped 111010R on bridge at 
Bauer Road at Little Cypress Creek, on downstream, south end,
in KeyMap 325F in the Cypress Watershed on stream L100-00-00
ELEV. 189.33 Feet NAVD 1988, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",189.33,-0.4,186.6,187.4,187.8,188.7,0,2016-04-18 5:00,2016-04-21 20:00,,189.7,,,,,Photos Attached,"Alan J, Jacob",,,2016-04-21 5:00,-95.78151588,30.03298328,Unassigned,,,,,{4D2FCFB1-8D60-4D4C-A53B-F6E4FDC25256},,,,,0.37,,,
1080,L-0007,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,ROBERTS,,111020,"Floodplain Reference Mark Number 111020 is a
BRASS DISK Stamped WEISSER BM58 on bridge at
Roberts and Little Cypress Creek located on 
east concrete shoulder, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 204.1 Feet NAVD 1988, 2001 Adjusted.",204.0975398,-0.4,202.2,203.2,203.6,204.5,0,2016-04-18 5:00,2016-04-21 5:00,,205.6,,,,,Difficult high water mark to shoot,Alan J.,,,2016-04-21 5:00,-95.81529623,30.0310397,Unassigned,,,,,{5C38263D-D7D2-4708-8004-F538867FB54E},,,,,1.5024602,,,
1081,L-0008,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,BAUER-HOCKLEY,,111025,"Floodplain Reference Mark Number 111025 is a
BRASS DISK on bridge at intersection of 
Bauer Hockley and Little Cypress Creek located on
south concrete shoulder, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 212.93 Feet NAVD 1988, 2001 Adjusted.",212.9306586,-0.4,207.2,207.7,207.9,208.5,0,2016-04-18 5:00,2016-04-21 18:00,,211.8,,,,,,Alan J.,,,2016-04-21 5:00,-95.82205035,30.03655776,Unassigned,,,,,{88674C9C-8127-43A8-8964-5BE611DCFBF0},,,,,1.1306586,,,
1082,L-0009,BRIDGE,L,LITTLE CYPRESS CREEK,L120-00-00,UNNAMED TRIBUTARY,HEGAR @ L120,,111090,"Floodplain Reference Mark Number 111090 is a
BRASS DISK  on bridge at intersection of 
L120-00-00 and Hegar located on east shoulder
of bridge, at centerline of stream
in the Cypress Watershed near stream L120-00-00
ELEV. 220.01 Feet NAVD 1988, 2001 Adjusted.",220.0054148,-0.9,0,0,0,0,0,2016-04-18 5:00,2016-04-20 17:30,,219.5,,,,,,Alan J.,,,2016-04-21 5:00,-95.84132101,30.03657621,Unassigned,,,,,{4A4E5D16-B9FC-4675-87B2-B8A80EBD3FD7},,,,,0.5054148,,,
1083,L-0010,BRIDGE,L,LITTLE CYPRESS CREEK,L120-00-00,UNNAMED TRIBUTARY,KERMIER @ L120,,111035,"Floodplain Reference Mark Number 111035 is a
BRASS DISK Stamped WEISSER BM59 on bridge at
Kermier and L120-00-00 located on concrete wall,
on east side of bridge, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 231.55 Feet NAVD 1988, 2001 Adjusted.",231.551,-0.5,0,0,0,0,0,2016-04-18 5:00,2016-04-21 17:00,,228.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Alan J, Jacob",,,2016-04-21 5:00,-95.85724458,30.03655722,Unassigned,,,,,{2F3EDCA3-DC2C-4B3B-A31A-8D2AFADC78BA},,,,,3.451,,,
1084,L-0011,BRIDGE,L,LITTLE CYPRESS CREEK,L120-00-00,UNNAMED TRIBUTARY,KICKAPOO @ L120,,110929,"Floodplain Reference Mark Number 110929 is a brass disk stamped WEISSER BM-22 at Kickapoo Road and Little Cypress Creek located on the downstream side of the bridge on top of a concrete box culvert at the stream centerline in Key Map 323 C in the Cypress Creek Watershed (L120-00-00). ELEV. 235.71 Feet NAVD 1988, 2001 Adjusted.",235.71,-0.9,0,0,0,0,0,2016-04-18 5:00,2016-04-21 16:45,,238.3,,,,,,"Alan J, Jacob",,,2016-04-21 5:00,-95.87400732,30.03990308,Unassigned,,,,,{9FB52F6C-2EE4-4E93-9322-C0E3B578B729},,,,,2.59,,,
1085,M-0001,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,GOSLIN RD,,120010,"Floodplain Reference Mark Number 120010 is a
BRASS DISK Stamped WEISSER BM39 on bridge at
Gosling and Willow Creek located on downstream,
east shoulder, at centerline of creek
in the Willow Watershed near stream M100-00-00
ELEV. 113.48 Feet NAVD 1988, 2001 Adjusted.",113.4759035,-1.4,116.4,121.6,123,128.6,0,2016-04-18 5:00,2016-04-20 17:30,,115.3,,,,,,"J. Holley, G. Mathews (S+V)",S+V - G. Mathews,,2016-04-20 5:00,-95.50676847,30.11439257,Unassigned,,,,,{91B05394-26FE-4875-B52F-AEAFF5ED6553},,,,,1.8240965,,,
1086,M-0003,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,FM 2920,,120045,"Floodplain Reference Mark Number 120045 is a
BRASS DISK Stamped WEISSER BM38 on bridge at
intersection of FM 2920 and Willow Cree located on downstream,
east concrete walk, at stream centerline
in the Willow Watershed near stream M100-00-00
ELEV. 142.96 Feet NAVD 1988, 2001 Adjusted.",142.9618681,-1.4,138.9,140.8,141.6,144,0,2016-04-18 5:00,2016-04-20 19:00,,140.9,,,,,,"J. Holley, G. Mathews",J. Holley,,2016-04-20 5:00,-95.56513507,30.08260226,Unassigned,,,,,{ACDB7EAD-E8FE-406B-8D8B-4C4FF81E97DC},,,,,2.0618681,,,
1087,M-0004,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,HUFFSMITH KOHRVILLE,,120055,"Floodplain Reference Mark Number 120055 is a
BRASS DISK Stamped M100 BM05 on bridge at
Hufsmith Kohrville and Willow Creek located on downstream,
concrete walk, on east side of bridge, at centerline of stream
in the Willow Watershed near stream M100-00-00
ELEV. 149.43 Feet NAVD 1988, 2001 Adjusted.",149.425,-0.9,149.5,151,151.7,154.1,0,2016-04-18 5:00,2016-04-20 19:45,,151.5,,,,,,"J. Holley, G. Mathews (S+V)",S+V - G. Mathews,,2016-04-20 5:00,-95.58937263,30.06186434,Unassigned,,,,,{109EC90C-8E00-4F0D-9386-42CF08E85C7F},,,,,2.075,,,
1088,M-0006,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,TELGE RD,,120080,"Floodplain Reference Mark Number 120080R is an ALUM DISC stamped 120080R in the concrete headwall on the east side of Telge Road at Willow Creek in the Willow Creek Watershed near stream M100-00-00 ELEV. 159.64 Feet NAVD 1988, 2001 Adjusted.",159.64,-0.9,160.7,161.6,162.1,163.6,0,2016-04-18 5:00,2016-04-20 20:45,,161,,,,,Old BM destroyed by Grand Parkway Consruction,"J. Holley, G. Mathews",S+V G. Mathews,,2016-04-20 5:00,-95.65997226,30.05043945,Unassigned,,,,,{9708AF84-1272-4547-896D-1D5D5578116A},,,,,1.36,,,
1089,M-0007,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,CYPRESS ROSEHILL,,120095,"Floodplain Reference Mark Number 120095 is a
BRASS DISK Stamped M100 BM08 on bridge at
Cypress-Rosehill and Willow Creek located on downstream,
concrete wall, on east side of bridge, at centerline of stream
in the Willow Watershed near stream M100-00-00
ELEV. 168.79 Feet NAVD 1988, 2001 Adjusted.",168.794,-0.9,168.1,168.5,168.7,169.1,0,2016-04-18 5:00,2016-04-20 21:30,,167.8,,,,,,"J. Holley, G. Mathews (S+V)",S+V - G. Mathews,,2016-04-20 5:00,-95.69762846,30.04403027,Unassigned,,,,,{A0C00593-68F6-4E7D-90D5-10FE8D60E595},,,,,0.994,,,
1090,P-0001,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,MARKET STREET,,150010,"Floodplain Reference Mark Number 150010 is a
Brass Disk stamped 150010 on bridge at
Market Street NE-bound and Greens Bayou located on 
the upstream sidewalk, over south end abutment of SW bound bridge
in the Greens Watershed near stream P 100-00-00
ELEV. 30.075 Feet NAVD 1988, 2001 Adjusted.",30.075,-0.1,12,15.6,17,20.4,0,2016-04-18 5:00,2016-04-22 15:00,,5.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris mark on south side of bridge,"RV, VL",RV,,2016-04-22 5:00,-95.19018272,29.76930253,Unassigned,,,,,{317010EB-C2E7-4813-8211-F37A36E5C05F},,,,,24.375,,,
1091,P-0003,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,WALLISVILLE ROAD,,150025,"Floodplain Reference Mark Number 150025 is a
Brass Disk stamped P100 BM03 on bridge at
Wallisville Road and Greens Bayou located on the 
upstream, north concrete sidewalk, at the stream centerline
in the Greens Watershed near stream P100-00-00
ELEV. 27.299 Feet NAVD 1988, 2001 Adjusted.",27.299,-0.6,22.4,25.8,0,30.8,0,2016-04-18 5:00,2016-04-21 5:00,,11.9,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,debris line on d/s of bridge,"RV, VL",RV,,2016-04-21 5:00,-95.21276378,29.80525272,Unassigned,,,,,{081A7A41-DD52-4974-96A4-196D38B99E39},,,,,15.399,,,
1092,P-0005,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,U.S. HIGHWAY 90,,150035R,"Floodplain Reference Mark Number 150035R is an ALUM DISC stamped 150035R in the walkway of Highway 90  bridge over Greens Bayou on the northbound side of road or downstream side of bayou in the Greens Bayou Watershed near stream P100-00-00 ELEV. 29.04 Feet NAVD 1988, 2001 Adjusted.",29.04,-0.6,28.7,31.8,33.1,36.7,0,2016-04-18 5:00,2016-04-21 18:32,,26,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,took debris mark on d/s side of bridge on tree,"RV, VL",RV,,2016-04-21 5:00,-95.22973265,29.8242684,Unassigned,,,,,{E28314CB-D58D-44EA-BC92-4276BA027851},,,,,3.04,,,
1093,P-0009,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,HOMESTEAD,,150085,"Floodplain Reference Mark Number 150085 is a
Brass Disk stamped P100 BM09 on bridge at
Homestead Road and Greens Bayou located on downstream,
east sidewalk of bridge, at stream centerline
in the Greens Watershed near stream P100-00-00
ELEV. 60.415 Feet NAVD 1988, 2001 Adjusted.",60.415,-1.7,59.4,61.7,62.6,63.5,0,2016-04-18 5:00,2016-04-20 21:50,,56.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,debris line on d/s side of bridge,"MM, VL, RV","MM, VL, RV",,2016-04-20 5:00,-95.3018082,29.91912412,Unassigned,,,,,{2C2A730D-9809-4DC3-B3C9-4EEFD0AA05A7},,,,,3.715,,,
1094,P-0011,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,ALDINE BENDER (FM 525),,150096,"Floodplain Reference Mark Number 150096 is a
Brass Disk at
Aldine Bender Road and Greens Bayou
located on the South sidewalk, at stream centerline
in the Greens Watershed near stream P 100-00-00
ELEV. 74.322 Feet NAVD 1988, 2001 Adjusted.",74.322,-0.9,66.9,68.4,69.6,71,0,2016-04-18 5:00,2016-04-19 19:40,,67.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,debris line w flat vegitation,"MM, RV, VL","MM, RV, VL",,2016-04-19 5:00,-95.34711651,29.93034166,Unassigned,,,,,{F5BCFF62-5EF6-46F3-B424-36C48ED942B5},,,,,6.922,,,
1095,P-0013,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,ALDINE WESTFIELD,,150103,"Floodplain Reference Mark Number 150103 is a HCFCD disk stamped P100 BM13 at Aldine Westfield Road and Greens Bayou located on the downstream side of the bridge at the stream centerline in Key Map 373 V in the Greens Bayou Watershed (P100-00-00). ELEV. 74.12 Feet NAVD 1988, 2001 Adjusted.",74.12,-2,71.8,73.6,74.3,75.3,0,2016-04-18 5:00,2016-04-19 18:30,,71.6,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,seed debris line on d/s bridge deck,"MM, RH, SB","MM, RH, SB",,2019-04-19 5:00,-95.35629614,29.94022442,Unassigned,,,,,{57F49B43-C361-40DD-86ED-54C259E54494},,,,,2.52,,,
1096,P-0014,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,HARDY ROAD,,150105,"Floodplain Reference Mark Number 150105 is a
Brass Disk stamped P100 BM15 on bridge at
West Hardy Road N-bound and Greens Bayou located on downstream,
east side of bridge, at stream centerline
in the Greens Watershed near stream P 100-00-00
ELEV. 79.667 Feet NAVD 1988, 2001 Adjusted.",79.667,-2.4,76.9,78.1,78.7,79.6,0,2016-04-18 5:00,2016-04-19 18:50,,75.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,HWM on d/s side of Hardy,"MM, RH, SB","MM, RH, SB",,2016-04-19 5:00,-95.38584251,29.94925221,Unassigned,,,,,{92734BAD-F20D-4683-9DB0-341001096817},,,,,3.967,,,
1097,P-0016,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,I.H. 45,,150123,"Floodplain Reference Mark Number 150123 is a brass disk stamped RM 150123 EST 2005 located on the downstream side of the I-45 north bound feeder bridge and Greens Bayou at the north end abutment in Key Map 372 L in the Greens Bayou Watershed (P100-00-00). ELEV. 91.61 Feet NAVD 1988, 2001 Adjusted.",91.61,-2.4,86.7,88.4,88.9,89.7,0,2016-04-18 5:00,2016-04-19 16:20,,86,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"MM, RH, SB","MM, RH, SB",,2016-04-19 5:00,-95.41836084,29.9568419,Unassigned,,,,,{C04709EF-044B-4779-91B2-5624DCBEC00F},,,,,5.61,,,
